	QiY201	QiY202	QiY203	QiY204	QiY205	QiY206	QiY207	Description
EC:3.2.1.51	43064	41400	36135	41090	12127	36874	2603	Alpha-L-fucosidase
EC:3.2.1.52	75182	39980	43897	54852	50495	51834	25783	Beta-N-acetylhexosaminidase
EC:3.2.1.54	24	0	4	0	0	0	0	Cyclomaltodextrinase
EC:3.2.1.55	22102	9523	9460	16477	5098	16321	947	Non-reducing end alpha-L-arabinofuranosidase
EC:3.2.1.58	166	125	186	109	9221	131	175	"Glucan 1,3-beta-glucosidase"
EC:3.2.1.6	0	15	25	0	0	0	0	"Endo-1,3(4)-beta-glucanase"
EC:3.2.1.64	28	1532	559	615	66	322	12	"2,6-beta-fructan 6-levanbiohydrolase"
EC:3.2.1.65	179	2785	561	736	323	1706	19	Levanase
EC:3.2.1.68	0	0	0	0	6	0	0	Isoamylase
EC:3.2.1.70	105	188	452	1158	194	214	32	"Glucan 1,6-alpha-glucosidase"
EC:3.2.1.73	2	0	0	0	0	0	0	Licheninase
EC:3.2.1.78	6969	4458	4657	6874	2103	3784	230	"Mannan endo-1,4-beta-mannosidase"
EC:3.2.1.8	13323	6083	7338	11793	3078	9463	332	"Endo-1,4-beta-xylanase"
EC:3.2.1.80	6450	5035	4834	5458	1010	3036	155	Fructan beta-fructosidase
EC:3.2.1.81	11	0	13	10	0	136	0	Beta-agarase
EC:3.2.1.85	8	246	12	0	22	0	166	6-phospho-beta-galactosidase
EC:3.2.1.86	3080	5235	4248	11704	2909	2572	2828	6-phospho-beta-glucosidase
EC:3.2.1.89	430	892	916	312	853	1367	412	"Arabinogalactan endo-beta-1,4-galactanase"
EC:3.2.1.91	26	113	80	67	54	6	96	"Cellulose 1,4-beta-cellobiosidase (non-reducing end)"
EC:3.2.1.93	565	520	1286	2565	792	430	620	"Alpha,alpha-phosphotrehalase"
EC:3.2.1.96	143	204	59	60	18	16	116	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase
EC:3.2.1.97	0	33	0	0	8	12	53	Endo-alpha-N-acetylgalactosaminidase
EC:3.2.1.99	7499	2243	3220	3581	2446	5446	193	"Arabinan endo-1,5-alpha-L-arabinosidase"
EC:3.2.2.1	10727	6981	8024	12318	8283	12837	2295	Purine nucleosidase
EC:3.2.2.20	41558	16043	19393	22488	26678	20556	11023	DNA-3-methyladenine glycosylase I
EC:3.2.2.21	92075	36582	42203	56489	67072	43883	23893	DNA-3-methyladenine glycosylase II
EC:3.2.2.23	48533	23638	25187	35053	44710	30851	25752	DNA-formamidopyrimidine glycosylase
EC:3.2.2.24	654	827	1020	1050	1641	979	910	ADP-ribosyl-[dinitrogen reductase] hydrolase
EC:3.2.2.26	3068	4455	3523	3998	1330	2031	980	Futalosine hydrolase
EC:3.2.2.27	46508	17600	21398	28385	27116	20764	10419	Uracil-DNA glycosylase
EC:3.2.2.30	62	178	22	12	29	0	1423	Aminodeoxyfutalosine nucleosidase
EC:3.2.2.4	45311	11153	17749	26749	15019	21974	4450	AMP nucleosidase
EC:3.2.2.8	0	15	20	4	38	0	84	Ribosylpyrimidine nucleosidase
EC:3.2.2.9	35926	8921	9760	16988	9577	13209	7257	Adenosylhomocysteine nucleosidase
EC:3.3.1.1	50317	20857	26230	35078	47819	29326	27956	Adenosylhomocysteinase
EC:3.3.2.1	1361	1059	1983	2873	1392	925	341	Isochorismatase
EC:3.3.2.12	6882	5784	5676	6358	10775	3227	941	Oxepin-CoA hydrolase
EC:3.3.2.2	41	0	0	0	0	0	0	Alkenylglycerophosphocholine hydrolase
EC:3.3.2.5	41	0	0	0	0	0	0	Alkenylglycerophosphoethanolamine hydrolase
EC:3.3.2.8	150	98	320	731	363	2855	113	"Limonene-1,2-epoxide hydrolase"
EC:3.3.2.9	353	209	344	465	155	890	370	Microsomal epoxide hydrolase
EC:3.4.11.1	58054	24474	36835	53985	55396	48005	31299	Leucyl aminopeptidase
EC:3.4.11.10	779	552	1139	1586	794	1135	122	Bacterial leucyl aminopeptidase
EC:3.4.11.14	94	128	104	74	133	1206	47	Cytosol alanyl aminopeptidase
EC:3.4.11.18	68179	40417	41742	56975	60405	44980	34813	Methionyl aminopeptidase
EC:3.4.11.19	3337	3261	5059	6201	5673	6285	1100	D-stereospecific aminopeptidase
EC:3.4.11.2	60234	24665	30233	44678	39117	34492	20378	Membrane alanyl aminopeptidase
EC:3.4.11.21	3200	3524	1566	3255	12922	2230	3961	Aspartyl aminopeptidase
EC:3.4.11.23	51	59	427	2368	435	325	115	PepB aminopeptidase
EC:3.4.11.24	18	196	33	16	12	4	298	Aminopeptidase S
EC:3.4.11.4	11085	8921	9409	14420	4233	7351	2863	Tripeptide aminopeptidase
EC:3.4.11.5	51042	17878	24006	34548	37087	27552	15168	Prolyl aminopeptidase
EC:3.4.11.6	0	19	22	47	10	154	19	Aminopeptidase B
EC:3.4.11.7	44	76	414	599	88	88	42	Glutamyl aminopeptidase
EC:3.4.11.9	63444	31594	36573	51873	53671	35022	31585	Xaa-Pro aminopeptidase
EC:3.4.13.19	20889	15348	23039	30060	15203	27647	3724	Membrane dipeptidase
EC:3.4.13.21	1915	3511	3473	5314	1960	4468	481	Dipeptidase E
EC:3.4.13.22	9512	7812	9974	10155	7899	7015	1704	D-Ala-D-Ala dipeptidase
EC:3.4.13.9	11390	5496	10755	15087	12554	14098	4073	Xaa-Pro dipeptidase
EC:3.4.14.11	678	1067	1048	1097	991	400	637	Xaa-Pro dipeptidyl-peptidase
EC:3.4.14.12	0	0	0	0	3	0	0	Xaa-Xaa-Pro tripeptidyl-peptidase
EC:3.4.14.4	1549	821	1492	448	297	130	199	Dipeptidyl-peptidase III
EC:3.4.14.5	19107	13678	16525	20369	6354	14129	1619	Dipeptidyl-peptidase IV
EC:3.4.15.1	9252	2565	7038	11072	3648	8590	739	Peptidyl-dipeptidase A
EC:3.4.15.5	19711	9737	17197	20538	9359	17271	2339	Peptidyl-dipeptidase Dcp
EC:3.4.15.6	17138	6740	6701	11110	4596	4683	1102	Cyanophycinase
EC:3.4.16.4	109203	50873	62226	83389	93992	68882	47911	Serine-type D-Ala-D-Ala carboxypeptidase
EC:3.4.17.11	35702	5893	11735	20299	6307	17786	3816	Glutamate carboxypeptidase
EC:3.4.17.13	45752	17096	23244	30085	15891	19829	5982	Muramoyltetrapeptide carboxypeptidase
EC:3.4.17.14	0	21	0	21	27	35	168	Zinc D-Ala-D-Ala carboxypeptidase
EC:3.4.17.18	31	11	34	133	14	11	35	Carboxypeptidase T
EC:3.4.17.19	7709	5632	5885	7699	6555	5244	1640	Carboxypeptidase Taq
EC:3.4.17.21	885	1915	1205	1573	1316	733	108	Glutamate carboxypeptidase II
EC:3.4.17.22	0	0	0	0	0	0	19	Metallocarboxypeptidase D
EC:3.4.19.1	1683	680	745	2756	995	1988	79	Acylaminoacyl-peptidase
EC:3.4.19.11	991	675	285	220	226	205	440	Gamma-D-glutamyl-meso-diaminopimelate peptidase
EC:3.4.19.13	109268	34373	48197	61626	57055	52883	19569	Glutathione hydrolase
EC:3.4.19.3	2860	4409	4814	8311	4848	4870	1912	Pyroglutamyl-peptidase I
EC:3.4.19.5	22620	9612	16093	23964	8291	17551	1545	Beta-aspartyl-peptidase
EC:3.4.21.10	0	0	0	6	33	0	0	Acrosin
EC:3.4.21.100	38	56	302	1171	129	296	110	Sedolisin
EC:3.4.21.101	45	33	54	63	26	1199	0	Xanthomonalisin
EC:3.4.21.102	76455	38581	47594	58655	68976	42075	31962	C-terminal processing peptidase
EC:3.4.21.105	5727	2774	1684	2819	1194	1928	1098	Rhomboid protease
EC:3.4.21.107	80041	25542	34917	45449	64022	38668	41366	Peptidase Do
EC:3.4.21.110	0	6	0	0	1	0	3	C5a peptidase
EC:3.4.21.116	1983	1342	547	2905	602	381	687	SpoIVB peptidase
EC:3.4.21.19	1151	68	277	603	183	242	15	Glutamyl endopeptidase
EC:3.4.21.26	24646	13784	19288	26954	10632	24460	2295	Prolyl oligopeptidase
EC:3.4.21.35	0	0	0	129	37	41	0	Tissue kallikrein
EC:3.4.21.4	26	0	22	12	0	0	56	Trypsin
EC:3.4.21.53	58639	26421	34413	45596	65472	32121	32354	Endopeptidase La
EC:3.4.21.59	26	0	22	12	0	0	0	Tryptase
EC:3.4.21.62	424	355	165	23	196	112	292	Subtilisin
EC:3.4.21.66	195	418	169	249	208	142	97	Thermitase
EC:3.4.21.72	0	20	0	0	0	0	4	IgA-specific serine endopeptidase
EC:3.4.21.83	18639	9774	15671	24398	19048	22198	2549	Oligopeptidase B
EC:3.4.21.88	45283	18431	24222	34959	43854	26734	25261	Repressor LexA
EC:3.4.21.89	65485	38749	43371	60651	54004	44048	30662	Signal peptidase I
EC:3.4.21.92	62125	39248	40659	50525	57468	41116	31697	Endopeptidase Clp
EC:3.4.21.96	124	204	78	69	118	50	106	Lactocepin
EC:3.4.22.40	2801	3572	2566	1609	1383	888	1149	Bleomycin hydrolase
EC:3.4.22.70	6099	9937	4534	7838	4625	4026	3619	Sortase A
EC:3.4.22.8	0	33	0	0	8	12	53	Clostripain
EC:3.4.23.36	55035	25127	30638	43057	46225	32792	27992	Signal peptidase II
EC:3.4.23.43	77713	24174	31598	44034	62163	36675	34879	Prepilin peptidase
EC:3.4.23.48	0	0	0	30	10	80	0	Plasminogen activator Pla
EC:3.4.23.49	8	2	29	10	24	180	3	Omptin
EC:3.4.23.51	20	26	324	1283	1061	170	2095	HycI peptidase
EC:3.4.23.52	0	0	0	0	3904	8	889	Preflagellin peptidase
EC:3.4.24.11	0	0	16	22	0	359	0	Neprilysin
EC:3.4.24.15	568	1645	963	548	596	1110	495	Thimet oligopeptidase
EC:3.4.24.20	441	253	516	938	296	583	68	Peptidyl-Lys metalloendopeptidase
EC:3.4.24.25	385	328	771	1018	566	1887	179	Vibriolysin
EC:3.4.24.26	386	246	758	547	544	1780	200	Pseudolysin
EC:3.4.24.27	77	90	47	32	20	20	3	Thermolysin
EC:3.4.24.28	0	12	9	20	0	0	0	Bacillolysin
EC:3.4.24.29	106	88	0	1216	0	0	17	Aureolysin
EC:3.4.24.3	994	686	769	2109	501	613	213	Microbial collagenase
EC:3.4.24.40	1851	1426	2230	4351	2031	4325	703	Serralysin
EC:3.4.24.55	0	57	367	1333	261	66	91	Pitrilysin
EC:3.4.24.56	0	0	0	0	14	0	0	Insulysin
EC:3.4.24.70	29998	5180	9631	8980	28578	5970	18029	Oligopeptidase A
EC:3.4.24.71	1994	2599	2630	2471	1208	2757	323	Endothelin-converting enzyme 1
EC:3.4.24.77	6	46	20	0	0	0	174	Snapalysin
EC:3.4.24.78	1854	1247	516	1667	602	374	687	GPR endopeptidase
EC:3.4.24.84	27500	5153	7062	6497	14163	4486	16740	Ste24 endopeptidase
EC:3.4.25.1	1160	6896	1642	2482	24042	3980	7644	Proteasome endopeptidase complex
EC:3.4.25.2	45477	11034	19307	28036	35687	23331	19150	HslU--HslV peptidase
EC:3.5.1.1	44880	18108	24162	30103	30484	19526	8566	Asparaginase
EC:3.5.1.10	45376	17254	19855	27418	57186	24782	18131	Formyltetrahydrofolate deformylase
EC:3.5.1.100	187	98	89	176	169	127	3	(R)-amidase
EC:3.5.1.101	460	318	809	704	857	1039	509	L-proline amide hydrolase
EC:3.5.1.103	407	3031	667	1100	953	1975	794	deacetylase
EC:3.5.1.105	1576	1232	1849	3784	1598	3552	510	Chitin disaccharide deacetylase
EC:3.5.1.106	71	115	356	290	528	217	216	N-formylmaleamate deformylase
EC:3.5.1.107	1495	260	1061	1676	983	2068	272	Maleamate amidohydrolase
EC:3.5.1.108	44479	14837	20749	24157	39840	18792	21255	UDP-3-O-acyl-N-acetylglucosamine deacetylase
EC:3.5.1.11	38343	12166	12530	15643	24702	11790	5255	Penicillin amidase
EC:3.5.1.110	3106	638	1521	2625	841	3522	237	Peroxyureidoacrylate/ureidoacrylate amidohydrolase
EC:3.5.1.115	705	3590	902	1346	1408	2083	605	Mycothiol S-conjugate amidase
EC:3.5.1.118	30143	7341	9444	11508	25409	8171	11313	Gamma-glutamyl hercynylcysteine S-oxide hydrolase
EC:3.5.1.15	0	0	22	0	91	0	0	Aspartoacylase
EC:3.5.1.16	16296	12376	17661	21838	38024	16855	6526	Acetylornithine deacetylase
EC:3.5.1.18	45111	16232	21697	29783	40447	26384	24768	Succinyl-diaminopimelate desuccinylase
EC:3.5.1.19	10512	6982	9105	12536	8873	9904	2922	Nicotinamidase
EC:3.5.1.2	8929	8157	9542	15884	17135	9837	2636	Glutaminase
EC:3.5.1.23	80	84	236	234	232	306	173	Ceramidase
EC:3.5.1.24	5707	5096	4135	5410	2345	3103	1860	Choloylglycine hydrolase
EC:3.5.1.25	17619	15097	15374	19821	11824	19854	4125	N-acetylglucosamine-6-phosphate deacetylase
EC:3.5.1.26	7547	5776	7278	9567	2457	5398	288	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase
EC:3.5.1.28	84961	42638	53702	80329	74236	53514	32319	N-acetylmuramoyl-L-alanine amidase
EC:3.5.1.32	70402	18128	31550	41967	41651	36637	20484	Hippurate hydrolase
EC:3.5.1.38	2077	1596	2701	2271	2447	1639	2625	Glutamin-(asparagin-)ase
EC:3.5.1.4	49948	24601	31063	40946	70998	38117	12359	Amidase
EC:3.5.1.41	384	452	684	561	1447	333	90	Chitin deacetylase
EC:3.5.1.42	57711	23812	29500	41541	44398	31928	27673	Nicotinamide-nucleotide amidase
EC:3.5.1.44	35776	6040	9383	12955	18737	12402	12170	Protein-glutamine glutaminase
EC:3.5.1.46	1682	1285	3239	5818	2265	7287	680	6-aminohexanoate-oligomer exohydrolase
EC:3.5.1.47	1122	1044	1027	2497	679	487	835	N-acetyldiaminopimelate deacetylase
EC:3.5.1.49	436	1473	1262	699	2578	1440	1988	Formamidase
EC:3.5.1.5	100161	23047	27580	32692	64730	31048	17217	Urease
EC:3.5.1.53	16765	9015	12933	19261	20452	17451	4614	N-carbamoylputrescine amidase
EC:3.5.1.54	4201	2156	3596	4403	14387	7199	1627	Allophanate hydrolase
EC:3.5.1.56	1267	195	350	621	269	1037	107	"N,N-dimethylformamidase"
EC:3.5.1.59	30	106	83	52	387	58	59	N-carbamoylsarcosine amidase
EC:3.5.1.68	1946	1562	3393	2329	4938	4593	4294	N-formylglutamate deformylase
EC:3.5.1.77	144	68	114	121	136	384	53	N-carbamoyl-D-amino-acid hydrolase
EC:3.5.1.78	0	15	290	733	38	0	88	Glutathionylspermidine amidase
EC:3.5.1.81	5707	5599	7069	9102	4460	3976	2316	N-acyl-D-amino-acid deacylase
EC:3.5.1.82	13	3	748	20	656	64	5	N-acyl-D-glutamate deacylase
EC:3.5.1.86	63	63	303	60	8401	197	2	Mandelamide amidase
EC:3.5.1.87	36276	11844	15034	16906	21935	16771	9189	N-carbamoyl-L-amino-acid hydrolase
EC:3.5.1.88	89268	37943	41453	53345	68177	41905	45009	Peptide deformylase
EC:3.5.1.9	28561	3592	5757	6801	18644	3705	6962	Arylformamidase
EC:3.5.1.90	0	0	0	0	82	8	729	Adenosylcobinamide hydrolase
EC:3.5.1.94	0	20	298	786	69	43	83	Gamma-glutamyl-gamma-aminobutyrate hydrolase
EC:3.5.1.96	2850	1595	2518	3754	12021	1744	751	Succinylglutamate desuccinylase
EC:3.5.1.97	6441	2875	5644	9789	15038	7440	1161	Acyl-homoserine-lactone acylase
EC:3.5.1.99	31	60	72	19	0	12	41	Fatty acid amide hydrolase
EC:3.5.2.10	7880	7123	8956	10669	25441	11785	9471	Creatininase
EC:3.5.2.12	205	172	228	247	769	277	116	6-aminohexanoate-cyclic-dimer hydrolase
EC:3.5.2.14	14793	10321	13549	20872	35818	30878	11012	N-methylhydantoinase (ATP-hydrolyzing)
EC:3.5.2.15	293	1059	349	550	525	978	53	Cyanuric acid amidohydrolase
EC:3.5.2.17	36760	7464	9422	11821	27347	12254	4420	Hydroxyisourate hydrolase
EC:3.5.2.18	238	451	696	669	724	780	192	Enamidase
EC:3.5.2.2	13406	6541	7398	13710	10991	10496	2737	Dihydropyrimidinase
EC:3.5.2.3	96737	37290	50015	69972	82566	57478	49531	Dihydroorotase
EC:3.5.2.5	7476	3700	2553	5195	1949	6124	751	Allantoinase
EC:3.5.2.6	72984	33093	50694	62318	33583	52433	8947	Beta-lactamase
EC:3.5.2.7	17317	15110	17925	23754	23029	14417	6160	Imidazolonepropionase
EC:3.5.2.9	5021	4679	8757	11745	8091	11065	3018	5-oxoprolinase (ATP-hydrolyzing)
EC:3.5.3.1	34430	5622	8664	10690	17410	8740	5209	Arginase
EC:3.5.3.11	12960	13350	13155	17649	24725	11574	6152	Agmatinase
EC:3.5.3.12	12688	9665	11930	20985	18920	15338	1784	Agmatine deiminase
EC:3.5.3.13	2019	1606	3005	2556	4995	3266	2803	Formimidoylglutamate deiminase
EC:3.5.3.15	5	45	140	7	20	14	12	Protein-arginine deiminase
EC:3.5.3.17	412	320	552	609	1262	745	204	Guanidinopropionase
EC:3.5.3.18	542	701	616	439	944	663	350	Dimethylargininase
EC:3.5.3.23	8233	3291	7722	14218	5708	10856	1089	N-succinylarginine dihydrolase
EC:3.5.3.25	0	0	64	0	1	0	210	N(omega)-hydroxy-L-arginine amidinohydrolase
EC:3.5.3.26	7907	3164	3331	6201	4101	5547	748	(S)-ureidoglycine aminohydrolase
EC:3.5.3.3	484	1693	609	765	19022	594	127	Creatinase
EC:3.5.3.4	1845	705	1746	2599	10266	2603	809	Allantoicase
EC:3.5.3.6	4350	6548	4876	8433	12306	5029	2043	Arginine deiminase
EC:3.5.3.7	4242	615	783	1411	1896	662	506	Guanidinobutyrase
EC:3.5.3.8	13268	9691	13656	17627	15806	9415	2139	Formimidoylglutamase
EC:3.5.3.9	4716	907	1578	2612	989	3612	455	Allantoate deiminase
EC:3.5.4.1	39170	9001	12068	14688	23381	11798	5836	Cytosine deaminase
EC:3.5.4.10	53670	23744	28921	39133	45419	30101	29875	IMP cyclohydrolase
EC:3.5.4.12	6023	5301	4483	5658	8712	3318	7612	dCMP deaminase
EC:3.5.4.13	48179	18772	24648	34746	41817	27926	23786	dCTP deaminase
EC:3.5.4.16	81290	26363	35467	45199	71498	36920	39129	GTP cyclohydrolase I
EC:3.5.4.19	52272	22522	27804	36895	48252	29164	28706	Phosphoribosyl-AMP cyclohydrolase
EC:3.5.4.2	17326	8245	8746	15527	9860	11190	8177	Adenine deaminase
EC:3.5.4.25	62171	31130	39703	54329	63302	42673	31687	GTP cyclohydrolase II
EC:3.5.4.26	51165	22518	28243	39326	43605	30447	26841	Diaminohydroxyphosphoribosylaminopyrimidine deaminase
EC:3.5.4.27	585	451	396	614	1272	1130	1779	Methenyltetrahydromethanopterin cyclohydrolase
EC:3.5.4.28	6860	4037	4671	5113	23643	6046	18825	S-adenosylhomocysteine deaminase
EC:3.5.4.29	0	0	0	0	3073	0	43	GTP cyclohydrolase IIa
EC:3.5.4.3	33749	7948	8753	12649	18917	11042	4719	Guanine deaminase
EC:3.5.4.31	6860	4037	4671	5113	23643	6046	18825	S-methyl-5'-thioadenosine deaminase
EC:3.5.4.32	1760	1664	1061	1414	1886	1617	545	8-oxoguanine deaminase
EC:3.5.4.33	44505	18668	18701	27394	26360	15851	20618	tRNA(adenine(34)) deaminase
EC:3.5.4.39	25	30	26	27	1219	16	1091	GTP cyclohydrolase IV
EC:3.5.4.4	36101	14240	13610	22261	27012	14715	6519	Adenosine deaminase
EC:3.5.4.40	240	1579	409	502	458	398	272	Aminodeoxyfutalosine deaminase
EC:3.5.4.5	23167	17283	18823	28363	13499	22869	4444	Cytidine deaminase
EC:3.5.4.9	55604	24342	29938	41253	58506	32807	28994	Methenyltetrahydrofolate cyclohydrolase
EC:3.5.5.1	27098	3165	5072	5113	23002	3039	16095	Nitrilase
EC:3.5.5.7	308	973	1041	771	1333	1004	168	Aliphatic nitrilase
EC:3.5.99.10	15106	14870	13379	18516	10541	10524	8794	2-iminobutanoate/2-iminopropanoate deaminase
EC:3.5.99.2	3137	3653	3602	4699	5216	3934	1400	Aminopyrimidine aminohydrolase
EC:3.5.99.3	25	28	93	21	130	78	4	Hydroxydechloroatrazine ethylaminohydrolase
EC:3.5.99.5	4398	578	1423	2034	1562	2116	135	2-aminomuconate deaminase
EC:3.5.99.6	15433	13190	9610	14129	5682	9152	2415	Glucosamine-6-phosphate deaminase
EC:3.5.99.7	2812	3231	4603	4671	12450	3462	1089	1-aminocyclopropane-1-carboxylate deaminase
EC:3.6.1.1	81305	40195	51187	71439	73369	56122	45064	Inorganic diphosphatase
EC:3.6.1.11	69501	31768	39557	59012	54156	50709	27848	Exopolyphosphatase
EC:3.6.1.13	44007	16516	19357	29435	40943	21202	23971	ADP-ribose diphosphatase
EC:3.6.1.15	0	15	0	5	2116	16	5683	Nucleoside-triphosphate phosphatase
EC:3.6.1.17	124	76	46	39	29	28	42	Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical)
EC:3.6.1.21	7	0	0	24	0	36	0	ADP-sugar diphosphatase
EC:3.6.1.22	14617	9894	13952	21477	21915	19896	4784	NAD(+) diphosphatase
EC:3.6.1.23	51754	21174	26738	37133	39298	28579	26189	dUTP diphosphatase
EC:3.6.1.25	31	60	410	1859	358	208	140	Triphosphatase
EC:3.6.1.26	0	34	298	850	191	143	196	CDP-diacylglycerol diphosphatase
EC:3.6.1.27	128652	56990	68931	90927	94656	72441	48115	Undecaprenyl-diphosphate phosphatase
EC:3.6.1.31	52084	21634	27904	36827	43422	30300	27309	Phosphoribosyl-ATP diphosphatase
EC:3.6.1.40	69501	31768	39557	59012	54156	50709	27848	"Guanosine-5'-triphosphate,3'-diphosphate diphosphatase"
EC:3.6.1.41	28827	3737	8115	7692	26863	5136	16549	Bis(5'-nucleosyl)-tetraphosphatase (symmetrical)
EC:3.6.1.45	47	228	363	1470	694	123	1548	UDP-sugar diphosphatase
EC:3.6.1.54	37800	10102	14347	14771	27779	8564	18100	"UDP-2,3-diacylglucosamine diphosphatase"
EC:3.6.1.55	58468	38661	40618	48837	61110	43423	30559	8-oxo-dGTP diphosphatase
EC:3.6.1.57	0	0	0	0	7	0	1198	"UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase"
EC:3.6.1.6	822	63	186	197	22	59	0	Nucleoside diphosphate phosphatase
EC:3.6.1.62	0	0	0	0	7	0	1166	5'-(N(7)-methylguanosine 5'-triphospho)-[mRNA] hydrolase
EC:3.6.1.63	5593	2035	5039	7879	6137	10914	1225	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
EC:3.6.1.64	0	0	0	0	7	0	1166	Inosine diphosphate phosphatase
EC:3.6.1.65	0	20	298	786	69	43	86	(d)CTP diphosphatase
EC:3.6.1.66	63683	35009	37868	48687	55773	36262	31625	XTP/dITP diphosphatase
EC:3.6.1.7	13592	14391	14118	20792	23188	15123	14311	Acylphosphatase
EC:3.6.1.8	13988	6373	13534	21079	20948	19825	4474	ATP diphosphatase
EC:3.6.1.9	0	0	0	0	4	0	0	Nucleotide diphosphatase
EC:3.6.3.12	136910	38066	46951	66980	47654	57035	21799	Potassium-transporting ATPase
EC:3.6.3.14	155874	62838	80559	112142	152376	85079	80985	H(+)-transporting two-sector ATPase
EC:3.6.3.16	1359	5503	3833	3582	16102	2874	5302	Arsenite-transporting ATPase
EC:3.6.3.17	104477	44846	46640	78302	51481	67298	18539	Monosaccharide-transporting ATPase
EC:3.6.3.2	1426	3117	3597	6151	1984	2104	1339	Magnesium-importing ATPase
EC:3.6.3.20	31860	3260	6549	10308	8240	11508	3679	Glycerol-3-phosphate-transporting ATPase
EC:3.6.3.21	57246	30123	32752	45882	78351	38829	22321	Polar-amino-acid-transporting ATPase
EC:3.6.3.22	0	0	0	40	52	116	80	Nonpolar-amino-acid-transporting ATPase
EC:3.6.3.24	1147	1070	490	180	317	312	629	Nickel-transporting ATPase
EC:3.6.3.25	62143	9539	15299	16568	41210	14695	28449	Sulfate-transporting ATPase
EC:3.6.3.27	47262	21179	26380	36319	49510	27812	26773	Phosphate-transporting ATPase
EC:3.6.3.28	32030	5406	8566	11965	24484	10927	9626	Phosphonate-transporting ATPase
EC:3.6.3.29	38164	11898	15142	22076	36029	18724	25237	Molybdate-transporting ATPase
EC:3.6.3.3	42590	13277	16168	25696	23421	17916	14398	Cadmium-exporting ATPase
EC:3.6.3.30	46930	17578	22837	30423	42799	22883	23004	Fe(3+)-transporting ATPase
EC:3.6.3.31	7479	7672	9226	13411	13828	10418	5757	Polyamine-transporting ATPase
EC:3.6.3.32	8336	6031	7925	10929	12167	8838	5288	Quaternary-amine-transporting ATPase
EC:3.6.3.33	31	55	408	1795	168	178	135	Vitamin B12-transporting ATPase
EC:3.6.3.34	79638	38561	45011	72780	64829	54141	41163	Iron-chelate-transporting ATPase
EC:3.6.3.36	1475	988	2435	4070	2789	2217	864	Taurine-transporting ATPase
EC:3.6.3.4	40064	19782	26295	29393	37065	20492	18342	Cu(2+)-exporting ATPase
EC:3.6.3.40	781	1151	203	672	743	748	748	Teichoic-acid-transporting ATPase
EC:3.6.3.41	14296	7595	14917	22616	28082	20268	14813	Heme-transporting ATPase
EC:3.6.3.44	1575	1062	1056	1122	801	842	586	Xenobiotic-transporting ATPase
EC:3.6.3.5	42590	13277	16168	25696	23421	17916	14398	Zinc-exporting ATPase
EC:3.6.3.54	58341	29520	35409	47655	57083	37054	41904	Cu(+) exporting ATPase
EC:3.6.3.55	25254	1775	2662	4542	8489	1662	8008	Tungstate-importing ATPase
EC:3.6.3.6	52	47	111	58	196	140	165	Proton-exporting ATPase
EC:3.6.3.8	14464	13666	11282	15206	14903	8310	9921	Calcium-transporting ATPase
EC:3.6.3.9	69	174	513	44	1221	291	30	Sodium/potassium-exchanging ATPase
EC:3.6.4.12	514953	217792	262133	362097	415058	273829	243138	DNA helicase
EC:3.6.4.13	184118	71446	104450	146274	176630	114372	78760	RNA helicase
EC:3.6.4.6	0	0	0	0	3	0	4	Vesicle-fusing ATPase
EC:3.7.1.12	7280	5846	7282	9214	17878	8523	6243	Cobalt-precorrin 5A hydrolase
EC:3.7.1.14	441	372	576	920	34483	931	433	"2-hydroxy-6-oxonona-2,4-dienedioate hydrolase"
EC:3.7.1.17	305	993	635	664	18163	1565	328	hydrolase
EC:3.7.1.19	0	13	0	0	0	25	0	"2,6-dihydroxypseudooxynicotine hydrolase"
EC:3.7.1.2	48338	15469	24622	33386	29438	26038	8203	Fumarylacetoacetase
EC:3.7.1.20	32182	4334	9069	11125	25569	11859	13334	3-fumarylpyruvate hydrolase
EC:3.7.1.21	0	0	3	0	32	3	11	6-oxocyclohex-1-ene-1-carbonyl-CoA hydratase
EC:3.7.1.22	4250	3277	3546	6823	3374	7520	877	"3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)"
EC:3.7.1.3	14063	12930	16721	18332	13611	12714	4640	Kynureninase
EC:3.7.1.5	226	2295	442	684	612	1076	197	Acylpyruvate hydrolase
EC:3.7.1.8	63	33	67	60	8724	29	11	"2,6-dioxo-6-phenylhexa-3-enoate hydrolase"
EC:3.7.1.9	358	293	949	1344	18281	394	294	2-hydroxymuconate-6-semialdehyde hydrolase
EC:3.8.1.2	41763	10590	15758	25772	17221	24405	6042	(S)-2-haloacid dehalogenase
EC:3.8.1.3	26693	2249	3408	4745	4520	6238	2180	Haloacetate dehalogenase
EC:3.8.1.5	1377	3745	5230	5254	3642	4776	964	Haloalkane dehalogenase
EC:4.1.1.11	40687	15249	16638	19062	33182	13529	24529	Aspartate 1-decarboxylase
EC:4.1.1.12	1362	973	746	1545	258	427	630	Aspartate 4-decarboxylase
EC:4.1.1.15	2206	2376	509	9695	498	740	565	Glutamate decarboxylase
