	Phylum	Class
82d647bbe0dd6c70e0e135647cb13a66	p__Proteobacteria	c__Alphaproteobacteria
9658645da543806d77bbae3e67497fe9	p__Cyanobacteria	c__Synechococcophycideae
7035671ff65927b895ca49a6e94ef7e2	p__Proteobacteria	c__Betaproteobacteria
349f7a88703302c64f21ab4df2aad89e	p__Crenarchaeota	c__MCG
a14eee5dae2c4bacf5c1e3bb0641e7c3	p__Proteobacteria	c__Betaproteobacteria
22ff2e21cb5188973cceb3e1af322728	p__Proteobacteria	c__Betaproteobacteria
01626fd5b72cf5f53f930d241028fa3e	p__Actinobacteria	c__Thermoleophilia
20ae325e845706446b63ef91acce596f	p__Bacteroidetes	c__Cytophagia
5d7bd753508c2176681a3faeb7366de9	p__Proteobacteria	c__Alphaproteobacteria
d29693a9edef12c626dc27c047184270	p__Proteobacteria	c__Betaproteobacteria
ee4af6d5b93100c4294d9292919c2ed0	p__Proteobacteria	c__Deltaproteobacteria
c04b272b01cda8f6806c6cee793c2903	p__Acidobacteria	c__Acidobacteria_6
249b0ce3a9fa8806fa51588feacf8a27	p__Proteobacteria	c__Alphaproteobacteria
115332ee72fc29c08096dbf604259057	p__Proteobacteria	c__Alphaproteobacteria
33999a29bc162677f5acbfa7df3228d9	p__Proteobacteria	c__Betaproteobacteria
468399e72fd8137c667df2e3d4ba8ad4	p__Chloroflexi	c__Anaerolineae
c7bc142886a17d334982c9e5f1dcdb10	p__Actinobacteria	c__Actinobacteria
c049771c838fc78cf72b2caad4597a6d	p__Proteobacteria	c__Betaproteobacteria
aa0f03f1d80127566009720e880fb7a9	p__Proteobacteria	c__Betaproteobacteria
22da1e1c3c5446c6ea6e814153029197	p__Proteobacteria	c__Betaproteobacteria
a29b558ef2d6992fe5ad68e189cfd6b3	p__Proteobacteria	c__Alphaproteobacteria
4598eccc886c1766637983bbf0b11598	p__Firmicutes	c__Clostridia
74d7d834ae1474ad95bd13ea36c01d8f	p__Proteobacteria	c__Alphaproteobacteria
a1ddca57cbff97b7f8e7c0c0bf386c77	p__Bacteroidetes	c__Cytophagia
7e3f1b2a5ac590ef2d174909053f2647	p__Proteobacteria	c__Alphaproteobacteria
820887084c5514f8ab2410c8b0c12361	p__Proteobacteria	c__Gammaproteobacteria
f29a3f50b293c3ac28ecad30015dd56b	p__Proteobacteria	c__Betaproteobacteria
5233473873a8bc76b4551a72ba938f2e	p__Acidobacteria	c__Acidobacteria_6
eb0d67eac743cef10c68ad2fe0599669	p__Proteobacteria	c__Betaproteobacteria
d1f786e1b41622ab072f2995931aff91	p__Proteobacteria	c__Alphaproteobacteria
5774a3a73f0d507f576b82df35c35c4f	p__Firmicutes	c__Bacilli
e738d879a05ac51d90f742d9af013307	p__Proteobacteria	c__Alphaproteobacteria
cc9eea2bdf2fd1e5e6e3b488d22888fe	p__Actinobacteria	c__Acidimicrobiia
648105f6074f5fe07734cb6cb5938817	p__Proteobacteria	c__Deltaproteobacteria
16cf06195b2feeb91e9385f8fe2ed270	p__Proteobacteria	c__Alphaproteobacteria
9bf79875815225cda343e41a09bd94b2	p__Proteobacteria	c__Betaproteobacteria
eea4bddf73408da00614d2c2a4b45fac	p__Firmicutes	c__Clostridia
bc6044ceb74754dcd37019ae3ec8c1ac	p__Bacteroidetes	c__Saprospirae
391c350f3774117685f5c98a540f29aa	p__Bacteroidetes	c__Saprospirae
c9efa5a128a45cf5903012f02d146a60	p__Proteobacteria	c__Alphaproteobacteria
53864acbfce605478a947b17fea8d483	p__Proteobacteria	c__Alphaproteobacteria
4110b5faba75b588737b16acc4e335ed	p__TM7	c__TM7_3
67fc859abb093bbe9f233eb636882f85	p__Bacteroidetes	c__Sphingobacteriia
87b651254d77d99142b17059f76b6016	p__Proteobacteria	c__Alphaproteobacteria
8ffda0c8c46b5834ba458dcc76d5a6d3	p__Proteobacteria	c__Alphaproteobacteria
dc032031c361e349a2502a30aac736ee	p__Bacteroidetes	c__Cytophagia
f9f003070b2d7dcc2a924cbc1ab95ff2	p__Proteobacteria	c__Deltaproteobacteria
ad7a63d8f8f22d9226bd5df65418c3d4	p__Bacteroidetes	c__Saprospirae
4cbe53178ee6c79371abc5e1b8e8e516	p__Bacteroidetes	c__Sphingobacteriia
4cfacdb2f42b539a10afd727e86095b8	p__Chloroflexi	c__Anaerolineae
3f5baf8abb2d5ef70f029420c7adf7b0	p__Bacteroidetes	c__Cytophagia
14c2b5a58cc16c106faa88e864bfe0eb	p__Chloroflexi	c__Anaerolineae
8e5e3c6db6654f3d784da4c42b4f2e7c	p__Proteobacteria	c__Alphaproteobacteria
4ed95a991973c1c572fe1ed43c26c7be	p__Proteobacteria	c__Alphaproteobacteria
38cd855d39db982e1907fc42ba0b7cf0	p__Actinobacteria	c__Nitriliruptoria
67f51b7e04dd21f359bb1c9155fc8f83	p__TM7	c__TM7_1
e5de605a18bbb46093abba0b85cc15ee	p__Bacteroidetes	c__Cytophagia
bb756a694cf577236ea9917fe663d0fc	p__Actinobacteria	c__Actinobacteria
b9bb2ffe67a756e4136b31ece6132332	p__Proteobacteria	c__Alphaproteobacteria
4afa5c303058843be1de732266f2d8d7	p__Firmicutes	c__Clostridia
5fb1fe630763d67ee5e084098f1596f9	p__Actinobacteria	c__Actinobacteria
8200b648a535120de894795102e896d1	p__Firmicutes	c__Clostridia
18ec6bd91acca0fe75685304c5305e1d	p__Bacteroidetes	c__Cytophagia
4403b63e27477278e3b819f7a5458f57	p__Proteobacteria	c__Alphaproteobacteria
2ca57f0260cfcb5199f887cf8214e566	p__Bacteroidetes	c__Cytophagia
4ede4cc4eb11b728df6940c2f51a0789	p__Proteobacteria	c__Betaproteobacteria
f182a4cb1c0ce244d50bba7f10660137	p__Proteobacteria	c__Betaproteobacteria
00267ca986b0bbd16446f7e915ec4cd8	p__Euryarchaeota	c__Methanomicrobia
b0e85fe02adc01fbb2bc952674a75de3	p__Chloroflexi	c__Dehalococcoidetes
45ce45a34dc7d1a93b120e7000172bfe	p__Proteobacteria	c__Betaproteobacteria
53fc54da5c4cd72650f08ba9f6626a28	p__Proteobacteria	c__Deltaproteobacteria
828b4af9f7dff41f188556b0bb77c80e	p__Firmicutes	c__Clostridia
a0cd1b42f0e8b19f71e4e2350edc9a21	p__Proteobacteria	c__Alphaproteobacteria
7c7a61d16995a3c8328f3b8a4352c54c	p__Proteobacteria	c__Gammaproteobacteria
8d1ccf42432bcc7ccaa5349763e89a5a	p__Bacteroidetes	c__Cytophagia
e2ace9e8605165dd6ab47ee37905ffe6	p__Proteobacteria	c__Gammaproteobacteria
c08968848ce78bb89a22b767813113af	p__Proteobacteria	c__Alphaproteobacteria
71f91c7ff24a8cbdf9d695cc6d87c3a2	p__Bacteroidetes	c__Saprospirae
00687b40d546873619d174248063787d	p__Proteobacteria	c__Gammaproteobacteria
5e77d6e246012955972a748abf174d5d	p__Bacteroidetes	c__Sphingobacteriia
61198c86a0750690ffa1a6a7556e95eb	p__Gemmatimonadetes	c__Gemmatimonadetes
bf0c454e657bb27704d394128b04c8ec	p__Crenarchaeota	c__MCG
2d0dbb99e13f55f99ed5cd3fea41e1b4	p__Proteobacteria	c__Alphaproteobacteria
3724d3f2bdbfc3b2d72ae82f48268c85	p__Crenarchaeota	c__MCG
62e8e9455ee81f68de41b70d76de8bfa	p__Bacteroidetes	c__Bacteroidia
9959a949eff73a1fda2987ed1de96a09	p__Proteobacteria	c__Betaproteobacteria
4a5cda1a1919eba5aee8f09b6009c174	p__Bacteroidetes	c__Saprospirae
b624d8403bfaddb1b38775c6dd6e6ed4	p__Firmicutes	c__Clostridia
a1eeeb070f99450c81645243d189260e	p__Actinobacteria	c__Actinobacteria
3262af3ce8af566f10cd698da45d534b	p__Actinobacteria	c__Actinobacteria
c077d3a0f58dac4b869d126f49f0ad80	p__Chloroflexi	c__TK17
e7926aed223e1fb678fb6ac4a23ae571	p__TM7	c__TM7_3
b002ce7f60b7c2c16d5aa1d5dd05731b	p__Bacteroidetes	c__Saprospirae
bbe586cfe0bcf3dba4ff5d1ec5b930ec	p__Proteobacteria	c__Betaproteobacteria
c9a393aaa3aea0bfb623560b604f1c88	p__Actinobacteria	c__Actinobacteria
3bb613321fb11f6520f7f3e9cb729c19	p__TM7	c__TM7_1
087bec220f395b088e46181f45a5dc75	p__Nitrospirae	c__Nitrospira
2b7bd13b6f5ae7eb338aa350fb3b453a	p__Crenarchaeota	c__MCG
cf7923d3752a7adea4378278a8a2707f	p__Proteobacteria	c__Alphaproteobacteria
d62748af7ef42ee0a1b27a802bc148e3	p__Proteobacteria	c__Alphaproteobacteria
6949b3f979ab3a19f17821c94e26a666	p__Proteobacteria	c__Betaproteobacteria
9dde5c5ea755fe6ae99b9ed3db39f95d	p__Proteobacteria	c__Gammaproteobacteria
fdf37a8ed5344e94c43d603c43ef0aaf	p__Bacteroidetes	c__Cytophagia
821f51861630917b7688fbf2915c082e	p__Bacteroidetes	c__Bacteroidia
30e59113c410e0428516daa0505427f3	p__Firmicutes	c__Bacilli
5384e596d85cc2bc2e79e261523ce642	p__Actinobacteria	c__Actinobacteria
146445274f3df6c5942fb7b4cf79afde	p__Proteobacteria	c__Epsilonproteobacteria
c8b509fb9e46799725cc77fc7df4e6f2	p__Chloroflexi	c__Dehalococcoidetes
e1dcc5386d413d743c8021ca03d52181	p__Bacteroidetes	c__Cytophagia
a4513aebd050b02540505e66d675ebb8	p__Firmicutes	c__Clostridia
8e511bbfb5b262ca89908dc102a5ecc5	p__Bacteroidetes	c__Saprospirae
ae3e5f42951e4869973000d999cf21e2	p__Proteobacteria	c__Betaproteobacteria
03538d990d5a05978050db525674b94f	p__Proteobacteria	c__Alphaproteobacteria
0461cf7e061bb05008d7b840b03105f6	p__Proteobacteria	c__Gammaproteobacteria
74d1812c85990cb1ce3b68b7eb597108	p__Proteobacteria	c__Alphaproteobacteria
9fb2212d64c4d00458ab77599b9022be	p__Proteobacteria	c__Alphaproteobacteria
b43f3c963000839a5f6d3121437cef1f	p__Chloroflexi	c__S085
d8c5803f460ffdf2841dc0fb952dcbe6	p__Proteobacteria	c__Alphaproteobacteria
13b1c2fea061f287adedcc84c4c81290	p__Firmicutes	c__Clostridia
93dc83910134e90a281a349b44a9ef0c	p__Chloroflexi	c__Thermomicrobia
d4b54fa569245c223d27afdbb34e76b9	p__Acidobacteria	c__Chloracidobacteria
6e0567a9a521fab500b7b247c65dc546	p__Proteobacteria	c__Alphaproteobacteria
9f8e3ac218eeb32ae7b028d4c4a7e9dc	p__Proteobacteria	c__Alphaproteobacteria
5cee432659fe910a69d377b083b47bb7	p__Proteobacteria	c__Alphaproteobacteria
54f567ad8ad5e0050aaefa1d9161d877	p__Acidobacteria	c__Chloracidobacteria
a933a2349c78cbc75cf86cead7adf0e7	p__Nitrospirae	c__Nitrospira
c66d724d4d3af3479a16b9acc41a5b5a	p__Gemmatimonadetes	c__Gemmatimonadetes
c49d3f8fe4324d80b970fe62e63c748e	p__Proteobacteria	c__Betaproteobacteria
7f35cc6f2db7877f0d9c154a056128b2	p__Bacteroidetes	c__Cytophagia
9b098e2f6d48848fd7bdc0aaa04f5e49	p__Proteobacteria	c__Betaproteobacteria
9fc9b10aa73a27e2dbab9a2647a21465	p__Proteobacteria	c__Alphaproteobacteria
76a85282fc389f5cec0eb07abc20965c	p__Proteobacteria	c__Alphaproteobacteria
e647ad4c9eabf247d08c3df666673eb8	p__Proteobacteria	c__Alphaproteobacteria
1533fc0e96b41c5561b40ce6fea02f89	p__Proteobacteria	c__Alphaproteobacteria
31d30af5065e330f74a234a02d049a8e	p__Actinobacteria	c__Actinobacteria
1cea8e9a56d0853942d2e8edbc3a5116	p__Bacteroidetes	c__Cytophagia
4be12780f4e173d18489b09d33addcb3	p__Proteobacteria	c__Betaproteobacteria
de18758c307325bd7d1621b71ca4c7e2	p__Crenarchaeota	c__MCG
bd384dc6f9b6acae023842cbc630d803	p__Euryarchaeota	c__Methanomicrobia
41b3d8f20fafabf4c4399fe5e1c68cd4	p__Crenarchaeota	c__MCG
0fe19fb9627a79a35a141e55d85b9edc	p__Euryarchaeota	c__Thermoplasmata
14d8920e8f4de95515b9d32b81196f24	p__Bacteroidetes	c__Bacteroidia
ca0aa41be191a15271839004a206820e	p__Proteobacteria	c__Betaproteobacteria
59a311e28a673b25d239d0e439e67427	p__Actinobacteria	c__Thermoleophilia
fbb12d9b8d71031de4f24357ea72b21a	p__Proteobacteria	c__Alphaproteobacteria
888935b377696dbeebf318d700323cb6	p__Gemmatimonadetes	c__Gemmatimonadetes
713b200ac400613be1cda00fee55124d	p__Actinobacteria	c__Actinobacteria
968c4f180ab195703ff31f6a482ff035	p__Proteobacteria	c__Alphaproteobacteria
53502f3be4625119a07103dcc14835a0	p__Chlorobi	c__OPB56
9df8707c7cad4ffc4be298afb33c716f	p__Cyanobacteria	c__ML635J_21
9e8b660ea3053b53e367a7991f2e164f	p__Proteobacteria	c__Deltaproteobacteria
e8aa2d5f076b734dcce7b7664370c20b	p__Proteobacteria	c__Gammaproteobacteria
e67c6371e1151ab7e943337cb09f0080	p__Proteobacteria	c__Gammaproteobacteria
2fcaba284d67539d921d056c21779f67	p__Proteobacteria	c__Alphaproteobacteria
6d43b61abaa8c67b5b1d7a88816c7f8c	p__Firmicutes	c__Clostridia
54cc527ad0b1bee4b66e26c46efe52d3	p__Proteobacteria	c__Alphaproteobacteria
e7cb6be0a1038418b97fff5651ce1e06	p__Bacteroidetes	c__Cytophagia
54065e72c2a0c521207936cd9e05c636	p__Firmicutes	c__Clostridia
99857bcd5692f549d2c2b64b6c5d6ffd	p__Proteobacteria	c__Gammaproteobacteria
01a34b3d5497ec4442d278acd7e92ade	p__Bacteroidetes	c__Bacteroidia
41d4038b5cf122c965b325cddac97b9f	p__Bacteroidetes	c__Saprospirae
16b84ff12502394dcc84eb8168feafea	p__Chloroflexi	c__Anaerolineae
d091ea45112051922a107e9cc54bd9f8	p__Actinobacteria	c__Thermoleophilia
a482f6db2eb5b6196f3ac1baade60b94	p__Proteobacteria	c__Epsilonproteobacteria
7fda2b8853528ca93a614da6eadca0d5	p__Firmicutes	c__Bacilli
93c82f692e8824f36569bc77f522c2d2	p__Firmicutes	c__Clostridia
67fe515ad28a081bb58aa189ffed3ec7	p__Bacteroidetes	c__Saprospirae
633cdd77b31365004bcafd5c495d25e1	p__Bacteroidetes	c__Saprospirae
f8e32d10a756ef27c002b41a6c690971	p__Bacteroidetes	c__Cytophagia
e37f5da14f68cd9c208ebad48d48e186	p__Proteobacteria	c__Alphaproteobacteria
743c5cc944b67fddf8c07a8580072e4e	p__Bacteroidetes	c__Saprospirae
665d3fcfda4b31eefe100cc2e0140d3d	p__Proteobacteria	c__Betaproteobacteria
96a7f84aa1e026b5a5b15a5e867c4055	p__Acidobacteria	c__Solibacteres
5dc76cbf94768482246321be6273b88d	p__Proteobacteria	c__Betaproteobacteria
b80c8414ff9b44d8f31702d9bc782c16	p__Bacteroidetes	c__Saprospirae
bc3cc90eadd98a473468388c37112ec4	p__Proteobacteria	c__Deltaproteobacteria
31b3282388d290690ee638463cbbb188	p__Euryarchaeota	c__Methanomicrobia
a25d9b3e94f27cc3657d92ae80af68a9	p__Proteobacteria	c__Alphaproteobacteria
b40402c6ef449296fd966e9caffeec80	p__Proteobacteria	c__Alphaproteobacteria
f3176930e86b80f617c1bb4a07a5a348	p__Actinobacteria	c__Actinobacteria
993883261bb14e7e2e3bc0320039ce71	p__Firmicutes	c__Clostridia
81a9bdc2cec9393d8b9178fcec9e15eb	p__Proteobacteria	c__Alphaproteobacteria
a88ad9e850a3cb63e392e14cb63a7519	p__Proteobacteria	c__Alphaproteobacteria
a25109475cf61ddd168fc2c3bfb054f2	p__Actinobacteria	c__Coriobacteriia
543136b88dacca5f732e5cb35eabb186	p__Proteobacteria	c__Alphaproteobacteria
6e4e9c9f745fcdcd9c30b708c5c2de29	p__Bacteroidetes	c__Bacteroidia
3d6c9454050af500dfdb4f67a18d5527	p__Bacteroidetes	c__Bacteroidia
be00e089c328916fa4698dc0d863888a	p__Proteobacteria	c__Betaproteobacteria
5e6ff3aa21f2b28d46a33a5cfaaa04e5	p__Cyanobacteria	c__Synechococcophycideae
5e02d041dbded85db6519f76dc9eceef	p__Proteobacteria	c__Gammaproteobacteria
21f2ed9f5ceb1fdd9a225b4b41047f80	p__Acidobacteria	c__Acidobacteria_6
8afb48381d83baed4bf8d8325a7b463e	p__Bacteroidetes	c__Cytophagia
0a29535442476de1f322e19c6935153b	p__Proteobacteria	c__Alphaproteobacteria
80e678f98b52b4de93d9141e525f5b2f	p__Proteobacteria	c__Alphaproteobacteria
999fd613ba9595d48bd60020f2806aea	p__Actinobacteria	c__Actinobacteria
5f20bd5104b1e28bbdadd6271950089a	p__Proteobacteria	c__Deltaproteobacteria
9d916ddb88487026e8b8210eb706e4f9	p__Verrucomicrobia	c__Verrucomicrobiae
1d1226ba0e65f499fe7dac0186b137a0	p__Proteobacteria	c__Alphaproteobacteria
0548d96660bbe368e91800b456cd92f6	p__Proteobacteria	c__Betaproteobacteria
f161eb274b8b38c831c12f65eef340fb	p__Proteobacteria	c__Betaproteobacteria
6784c60e5a95bb96ccfe3139633ff2ec	p__Gemmatimonadetes	c__Gemm_3
51740bedc1b3c32bf5f918b10f600f52	p__Proteobacteria	c__Alphaproteobacteria
39a4ece02b564facd0e05728f6fc813c	p__Proteobacteria	c__Alphaproteobacteria
67346b3e7eca9cb3a2581589fd9b5180	p__Proteobacteria	c__Gammaproteobacteria
7deef7d776dd622d917d6b1b176ffcf9	p__Actinobacteria	c__Actinobacteria
6bacc407b24a0afec3d158eade6c37bc	p__Proteobacteria	c__Betaproteobacteria
914c09ec03b180255f5d195a70e09de4	p__Gemmatimonadetes	c__Gemmatimonadetes
2784fe4ae1716b476c2584a078f12361	p__Proteobacteria	c__Betaproteobacteria
fd1f96945671527fe0396a8bfa429b87	p__Bacteroidetes	c__Sphingobacteriia
32c94ae1d57e456bc5675a36e3966949	p__TM7	c__TM7_1
79bff714dfdc4cbe076d5be6c431735f	p__Proteobacteria	c__Alphaproteobacteria
aa0158dc7e15f4b7c9c356d01749b916	p__Proteobacteria	c__Betaproteobacteria
5cf087b8e9a51d65219898e6a9b370f3	p__Proteobacteria	c__Betaproteobacteria
b15eb353472c7328d68f62e5b846808e	p__Proteobacteria	c__Betaproteobacteria
ceda559298f78dd1c1aad0d194b697c2	p__Firmicutes	c__Clostridia
f74301d50008afae75c1d6d7b23bef9a	p__Bacteroidetes	c__Cytophagia
240e969db53b490d3b88149b879c7d01	p__Acidobacteria	c__Chloracidobacteria
c4b80a3acbcb46281470afb2e2e83cc7	p__Proteobacteria	c__Alphaproteobacteria
4b9b3b20243725f6550458a41d9bb482	p__Proteobacteria	c__Alphaproteobacteria
368c5c55ce8db7512718bb0d6f25022e	p__TM7	c__TM7_1
58b8dda163de7075171d788ed841fe09	p__Proteobacteria	c__Alphaproteobacteria
4f7e9a9be23177c46e2498bb441c8889	p__Proteobacteria	c__Betaproteobacteria
a65179f82dd4a31a6ba08a6e103a13c0	p__Actinobacteria	c__Actinobacteria
6deb3e31c3fcca8bcbaccef75894ed3d	p__Proteobacteria	c__Betaproteobacteria
5dd49640dc7734450f2bdd925a5940f2	p__Euryarchaeota	c__Thermoplasmata
3b5fbeb8ec650134e3a74f028cb5ba85	p__Bacteroidetes	c__Sphingobacteriia
8586360b7fca8af74d23795f9fcc20a9	p__Proteobacteria	c__Epsilonproteobacteria
a1f2f1738fab4c8c6c894dda178e2b98	p__OD1	c__
6e9db2c6d56a95d10c26048592b27767	p__Euryarchaeota	c__Methanomicrobia
0259d227197ac621c54010ad47a0cab1	p__Crenarchaeota	c__MBGA
de530403989dea94d1c2848f1008ea9b	p__Firmicutes	c__Clostridia
40bb52963239cc49faacd32c0d67552e	p__Proteobacteria	c__Deltaproteobacteria
9ebcda9cc4a7926a3b8062a76e20024a	p__Proteobacteria	c__Alphaproteobacteria
2c461423c1042bc90297dda4f0906233	p__Bacteroidetes	c__Bacteroidia
e7a1c9cd9264512a662655caad9bfaf7	p__Chlorobi	c__OPB56
6b448ac6987a8ac4ee74fb3b38a8645f	p__Proteobacteria	c__Alphaproteobacteria
cecc77e977d14bbb3786710d4f93e870	p__Chloroflexi	c__TK17
52828569e50d507c1c46eab385486f7a	p__GN02	c__IIB17
8caa9284a232b26f83fef4c842ea3485	p__Proteobacteria	c__Alphaproteobacteria
6d50ecc9005376143d140f92de8bd013	p__Actinobacteria	c__Acidimicrobiia
256441f316cd7d2be2dee130cec93aa2	p__Actinobacteria	c__Actinobacteria
d26ea6bbaeaf1e3186a8aad78bcff609	p__TM7	c__TM7_1
540e84afb3152f76e9703e12fb0ea74f	p__Proteobacteria	c__Alphaproteobacteria
0a03a8f222d8b2ce1b8a974908e7db7e	p__Proteobacteria	c__Gammaproteobacteria
775ca4c3820b58195f778b557fd233c0	p__Proteobacteria	c__Betaproteobacteria
4d2539301ad895c63ad5a3c877d3af87	p__Proteobacteria	c__Alphaproteobacteria
c419b8bac67e4adf6b61dbb4b9c17a5d	p__Proteobacteria	c__Betaproteobacteria
e843aef9c21d6f1930e714d83948dbdd	p__Proteobacteria	c__Betaproteobacteria
62f56c6897748bb327dac489f8ef39eb	p__Proteobacteria	c__Deltaproteobacteria
7b054bf4232a3c97958125b33ebe43e6	p__Firmicutes	c__Clostridia
89d8e5638d40e8fadef778109c9bb34d	p__Actinobacteria	c__Actinobacteria
e93661054424236b5c840632abf74f8e	p__Chloroflexi	c__TK17
4f86af2682aaa7f7e4bf3e4adcef8f06	p__Proteobacteria	c__Alphaproteobacteria
fed110b846f20580fea3a2b9309aee15	p__Proteobacteria	c__Betaproteobacteria
292016f8882eb5d20b48f196879d8086	p__Proteobacteria	c__Gammaproteobacteria
78d45821095289cd9865fc4d6e7aec09	p__Euryarchaeota	c__Methanomicrobia
d1cc02fe0bef80d7b12ba503aa4e2959	p__Proteobacteria	c__Alphaproteobacteria
c482bc6ec98b068ccb3c818f0ffe8b76	p__Euryarchaeota	c__Methanobacteria
ea2addf2627ee983d69ed60906aee2f8	p__Crenarchaeota	c__MCG
31b38acdb8e4e5bfd6937ece6fcaf71d	p__Crenarchaeota	c__MCG
e5e40080a5ab328561c23a489826518b	p__Crenarchaeota	c__MCG
0ee766a594644d2d8fd662ca0ff23630	p__Bacteroidetes	c__Bacteroidia
699795d36862abda962e0124b3e00b3c	p__Firmicutes	c__Bacilli
30a94d1906b43bf8031658a0c6c9f1d4	p__Bacteroidetes	c__Bacteroidia
1e816bc602de07fa95b77ea2b58a759e	p__Gemmatimonadetes	c__Gemm_3
82036244bd21848b46ad3fea388ded78	p__Bacteroidetes	c__Sphingobacteriia
efcb4aa8f2803b574538e32db58652b8	p__Proteobacteria	c__Alphaproteobacteria
8ed0341d88c198efe4dc99795072afb7	p__Proteobacteria	c__Gammaproteobacteria
5990a6706049229036ad84bef92d6b68	p__Proteobacteria	c__Alphaproteobacteria
01f6447bde424a4532ee38a318a31c6d	p__Proteobacteria	c__Alphaproteobacteria
3d953b744c7a2351b1037829cb282a81	p__Proteobacteria	c__Betaproteobacteria
b82f5ec4fa5eda0758f152e09801361b	p__Proteobacteria	c__Betaproteobacteria
ce9cd8881494877923b20bbb9be5cebb	p__Proteobacteria	c__Alphaproteobacteria
8467d6460c6c9daabccc23e7505661ab	p__Proteobacteria	c__Betaproteobacteria
5a214c9d6cd49e05c43b5d8a489a8ced	p__Chloroflexi	c__Dehalococcoidetes
8296e337da843a0ddd6d9a13f264ffae	p__Gemmatimonadetes	c__Gemm_1
8bcb8df9aa7404807a3c0fed44d241d4	p__Proteobacteria	c__Alphaproteobacteria
1ea0015f7c272fd32c80402fd4060930	p__Proteobacteria	c__Betaproteobacteria
557f0e59a44806ac9f646e92bec5902c	p__Proteobacteria	c__Betaproteobacteria
84b450072cad6e098f5eca3d547efaa0	p__Bacteroidetes	c__Saprospirae
3b6f6a87472c666903bb40eb66362746	p__Bacteroidetes	c__Cytophagia
4c8153253ceb46317d01ef416f6366fa	p__Verrucomicrobia	c__Spartobacteria
50507307d977843cc3e1b63841aa7b37	p__Actinobacteria	c__Actinobacteria
8e659c7c9ae42c49559941ac563226e3	p__Proteobacteria	c__Alphaproteobacteria
713a2b79dcfc06deaa3622ed6b709648	p__Proteobacteria	c__Betaproteobacteria
7ad3da5a354f2f71d3ed95a145833643	p__Actinobacteria	c__Actinobacteria
3a7fe03a226793b82fc7b9706ae1740a	p__Proteobacteria	c__Gammaproteobacteria
5841598df932f586c2448c3f74d32149	p__Firmicutes	c__Clostridia
b78c954b08c68272c0822702609f322b	p__Actinobacteria	c__Actinobacteria
e490658dfa68707b6c17649b6e7aeebe	p__Proteobacteria	c__Alphaproteobacteria
c5b343c58465fb7d7e6bb11f10e6a129	p__Proteobacteria	c__Betaproteobacteria
a5b9d4a78087d08c5d4662a0376da975	p__Acidobacteria	c__Chloracidobacteria
f0e5baee1c7fd14ad501f8bc4ba4a0df	p__TM7	c__TM7_3
f70575f4e5e1aa2d2e7a25b0840f6655	p__Proteobacteria	c__Alphaproteobacteria
e598a9a2a5e3e270eb93792b37e2f2f2	p__Proteobacteria	c__Alphaproteobacteria
e280210045cc024b328b480dda2bc0ce	p__Proteobacteria	c__Alphaproteobacteria
7142772c7904559783fa797722a73fa1	p__Firmicutes	c__Clostridia
a17b526c611022e83d059ad5542f04db	p__Proteobacteria	c__Alphaproteobacteria
c1c5dcf0029f8495773ad7b239659c0e	p__Proteobacteria	c__Gammaproteobacteria
b58e2c8c0a3049070777fd130e92cd09	p__Acidobacteria	c__Acidobacteria_6
457b65fd1859e88ab421bb4a5ae46486	p__GN02	c__GKS2_174
4f181d91cd768050c0c3d670154936b6	p__Proteobacteria	c__Deltaproteobacteria
8008f2efd0fa2f23d02be8369ad2d30c	p__Bacteroidetes	c__Saprospirae
878fb173b40f1ff7490805ba21a550c0	p__Euryarchaeota	c__Methanomicrobia
2ae1f71d4a3983a4dc2411aa5c62305c	p__Euryarchaeota	c__Methanomicrobia
581e9f5334fab6df5cfda98cb76822b3	p__Proteobacteria	c__Alphaproteobacteria
1de3242ffb7208f8c550858319607b97	p__Crenarchaeota	c__MCG
208148a5635fb62c2b2175d5a87032a2	p__Bacteroidetes	c__Cytophagia
5e8cde37969618b6fb795445ee54951d	p__Proteobacteria	c__Alphaproteobacteria
4a3149c90690ec4a8f6f79371d754207	p__Proteobacteria	c__Deltaproteobacteria
3036c5757ab9dbe882b786818050053f	p__Nitrospirae	c__Nitrospira
7fbfe3a76a3967ec831ff20efd3840f8	p__Proteobacteria	c__Betaproteobacteria
04bf6086678f5e793f7b6519d2795be5	p__Bacteroidetes	c__Flavobacteriia
2fe58389aadbbd6e35f18c4e54b574f0	p__Actinobacteria	c__Actinobacteria
d50818cc696311ad1e6bb34cb9de94cf	p__Actinobacteria	c__Actinobacteria
c0073a6b05426bcefa04bcf6f7bf8843	p__Actinobacteria	c__Acidimicrobiia
f9582e5553dab6794e69fde8c6f52c50	p__Proteobacteria	c__Gammaproteobacteria
cfac8c20ab1e8d8dfd3b107074bc95dc	p__Actinobacteria	c__Acidimicrobiia
d71db5a722cb4add7c610ca51b592c0b	p__Proteobacteria	c__Alphaproteobacteria
320a373eac70eea8b23ca46a485dc66c	p__Proteobacteria	c__Betaproteobacteria
b120f747b6f6fe94da574ccd9de963c9	p__Euryarchaeota	c__Methanomicrobia
